id,name,source,url,metaScore,ageDays,leaderTitle,deckPrice,views,likes
fiora-wins-s3-beijing-city-challenge-copy-fs3a8,Fiora wins S3 Beijing City Challenge - copy,riftboundgg,https://riftbound.gg/decks/fiora-wins-s3-beijing-city-challenge-copy-fs3a8/,16.9716,1.284250784839193,Sett - Brawler,240.5,14.0,
jinx-loose-cannon-deck-f8ptc,Jinx - Loose Cannon Deck,riftboundgg,https://riftbound.gg/decks/jinx-loose-cannon-deck-f8ptc/,16.9597,0.9843633907536665,Jinx - Loose Cannon,622.56,216.0,
4bb56823-f576-405f-930f-d0a2434edc48,[Set 2] Savjz Sett,piltoverarchive,https://piltoverarchive.com/decks/view/4bb56823-f576-405f-930f-d0a2434edc48,16.9542,30.0,"Sett, The Boss",253.82,2600.0,0
85fd4efc-3cf8-4b46-8c47-59ec267a5426,Season 1 National Open - #53,piltoverarchive,https://piltoverarchive.com/decks/view/85fd4efc-3cf8-4b46-8c47-59ec267a5426,16.9334,90.0,"Annie, Dark Child",288.31,4800.0,0
kaisa-wins-zhongshan-city-challenge,Kai'Sa Wins Zhongshan City Challenge,riftboundgg,https://riftbound.gg/decks/kaisa-wins-zhongshan-city-challenge/,16.9268,128.5262740932405,Kai'Sa - Daughter of the Void,213.17,29856.0,
78577a3a-5df9-4928-ac65-2147ad1be137,Annie Best of One,piltoverarchive,https://piltoverarchive.com/decks/view/78577a3a-5df9-4928-ac65-2147ad1be137,16.8894,90.0,"Annie, Dark Child",294.9,2000.0,0
riot-bologna-50-rocklho,Bologna #50 - Rocklho,riot-bologna,https://riftbound.leagueoflegends.com/en-us/news/organizedplay/the-best-decks-out-of-bologna/,16.8839,102.02716793461806,"Azir, Emperor of the Sands",204.25,58367.0,
viktor-herald-of-the-arcane-deck-7k80o,Viktor - Herald of the Arcane Deck,riftboundgg,https://riftbound.gg/decks/viktor-herald-of-the-arcane-deck-7k80o/,16.8791,0.028147649317979813,Viktor - Herald of the Arcane,193.2,3.0,
renata-glasc-chem-baroness-deck-ie6ih,Renata Glasc - Chem-Baroness Deck,riftboundgg,https://riftbound.gg/decks/renata-glasc-chem-baroness-deck-ie6ih/,16.8129,1.1884463035536033,Viktor - Herald of the Arcane,92.67,10.0,
5762c271-2c4b-4488-b9a6-505283f9156e,Winter League Bologna - 01/10/26 - Top128 - tаsck,piltoverarchive,https://piltoverarchive.com/decks/view/5762c271-2c4b-4488-b9a6-505283f9156e,16.808,30.0,"Fiora, Grand Duelist",231.74,2300.0,0
db345e51-00ad-4b55-a469-f9380c276607,OUI_OUI_BAGUETTE,piltoverarchive,https://piltoverarchive.com/decks/view/db345e51-00ad-4b55-a469-f9380c276607,16.7767,26.0,"Fiora, Grand Duelist",224.3,3100.0,0
6c2955e7-a4e0-473c-bd57-c37db2f9f825,Firestorm - Annie Hyper Aggro,piltoverarchive,https://piltoverarchive.com/decks/view/6c2955e7-a4e0-473c-bd57-c37db2f9f825,16.7528,120.0,"Annie, Dark Child",295.08,3300.0,0
1df417ce-a7ce-47e3-bb61-7ab03b6dfb5f,Sett something,piltoverarchive,https://piltoverarchive.com/decks/view/1df417ce-a7ce-47e3-bb61-7ab03b6dfb5f,16.7474,30.0,"Sett, The Boss",157.48,3100.0,0
azir-wins-lille-regional-qualifier,Azir Wins Lille Regional Qualifier,riftboundgg,https://riftbound.gg/decks/azir-wins-lille-regional-qualifier/,16.7425,0.1975284973256014,Azir - Emperor of the Sands,207.54,16112.0,
73e76230-b0e4-4f39-bfce-e78fdc078902,China National Open Top 32,piltoverarchive,https://piltoverarchive.com/decks/view/73e76230-b0e4-4f39-bfce-e78fdc078902,16.7328,90.0,"Sett, The Boss",321.67,20900.0,1
azir-emperor-of-the-sands-deck-pce06,Azir - Emperor of the Sands Deck,riftboundgg,https://riftbound.gg/decks/azir-emperor-of-the-sands-deck-pce06/,16.6929,0.8197134150923402,Azir - Emperor of the Sands,249.21,16.0,
a66f1c18-eecf-4e50-93d6-b86170bb7942,Shanghai National Open - 6th Place,piltoverarchive,https://piltoverarchive.com/decks/view/a66f1c18-eecf-4e50-93d6-b86170bb7942,16.6895,90.0,"Kai'Sa, Daughter of the Void",211.49,2500.0,0
kaisa-daughter-of-the-void-deck-copy-2az4t,Kai'Sa - Daughter of the Void Deck - copy,riftboundgg,https://riftbound.gg/decks/kaisa-daughter-of-the-void-deck-copy-2az4t/,16.6884,0.6233533550109024,Kai'Sa - Daughter of the Void,242.97,14.0,
leona-radiant-dawn-deck-cyryi,Leona - Radiant Dawn Deck,riftboundgg,https://riftbound.gg/decks/leona-radiant-dawn-deck-cyryi/,16.6845,1.6174975601031825,Leona - Radiant Dawn,328.2,143.0,
kaisa-deck-02,Kai'Sa Deck 0.2,riftboundgg,https://riftbound.gg/decks/kaisa-deck-02/,16.678,291.1423356965405,Kai'Sa - Daughter of the Void,227.37,82207.0,
fiora-grand-duelist-deck-m4f1o,Fiora - Grand Duelist Deck,riftboundgg,https://riftbound.gg/decks/fiora-grand-duelist-deck-m4f1o/,16.6478,1.2534868866895084,Fiora - Grand Duelist,575.62,12.0,
vendorty-3-4th-riftbound-meta-weekly-aug-10th,Vendorty: 3-4th - Riftbound Meta Weekly (Aug 10th),riftboundgg,https://riftbound.gg/decks/vendorty-3-4th-riftbound-meta-weekly-aug-10th/,16.6437,283.27883445922424,Kai'Sa - Daughter of the Void,207.19,15620101.0,
kaisa-top-16-suzhou-regional-copy,Kai'Sa Top 16 Suzhou Regional - copy,riftboundgg,https://riftbound.gg/decks/kaisa-top-16-suzhou-regional-copy/,16.6375,0.7541086154044778,Kai'Sa - Daughter of the Void,237.14,16.0,
435cbf1e-d778-45b7-811e-99b48917a198,Sample Size 1: Green Azir beats Draven,piltoverarchive,https://piltoverarchive.com/decks/view/435cbf1e-d778-45b7-811e-99b48917a198,16.6362,30.0,"Azir, Emperor of the Sands",230.08,7800.0,2
fiora-grand-duelist-deck-copy-btieb,Fiora - Grand Duelist Deck - copy,riftboundgg,https://riftbound.gg/decks/fiora-grand-duelist-deck-copy-btieb/,16.6349,0.8786746677783904,Fiora - Grand Duelist,363.68,23.0,
azir-emperor-of-the-sands-deck-cq4fy,Azir - Emperor of the Sands Deck,riftboundgg,https://riftbound.gg/decks/azir-emperor-of-the-sands-deck-cq4fy/,16.6347,0.30676756060233823,Azir - Emperor of the Sands,244.12,12.0,
lucian-purifier-deck-gpbcx,Lucian - Purifier Deck,riftboundgg,https://riftbound.gg/decks/lucian-purifier-deck-gpbcx/,16.6293,1.3248555669436852,Lucian - Purifier,560.19,6.0,
974f104a-41f4-4bdb-93ad-1da26fe7f17f,Fiora Second Place List,piltoverarchive,https://piltoverarchive.com/decks/view/974f104a-41f4-4bdb-93ad-1da26fe7f17f,16.6074,60.0,"Fiora, Grand Duelist",245.38,1600.0,0
kuvira-1st-riftbound-meta-weekly-jul-26th-copy-2-7cr5f,Kuvira: 1st - Riftbound Meta Weekly (Jul 26th) - copy 2,riftboundgg,https://riftbound.gg/decks/kuvira-1st-riftbound-meta-weekly-jul-26th-copy-2-7cr5f/,16.6019,269.36728674946835,Kai'Sa - Daughter of the Void,225.98,34384.0,
43fecb2e-5438-4d00-b2a2-625db3f73cc9,Sett Skirmish 2nd,piltoverarchive,https://piltoverarchive.com/decks/view/43fecb2e-5438-4d00-b2a2-625db3f73cc9,16.5994,30.0,"Sett, The Boss",178.32,1500.0,0
lucian-top-64-sydney-regional,Lucian Top 64 Sydney Regional,riftboundgg,https://riftbound.gg/decks/lucian-top-64-sydney-regional/,16.5911,1.2890106437962365,Lucian - Purifier,290.53,1251.0,
fd63b23b-5e1b-4ac5-a914-42793ed82c0f,Orange is a Fair and Balanced Color :) (Aggro/Midrange Sett),piltoverarchive,https://piltoverarchive.com/decks/view/fd63b23b-5e1b-4ac5-a914-42793ed82c0f,16.5883,60.0,"Sett, The Boss",411.15,1900.0,0
c4326414-5628-466a-9ab0-de143faf2689,Fiora is broken,piltoverarchive,https://piltoverarchive.com/decks/view/c4326414-5628-466a-9ab0-de143faf2689,16.5881,60.0,"Fiora, Grand Duelist",223.94,11600.0,2
b732ca52-1f6e-48c5-b0f5-6a0e544fe61b,Fiora Become Mighty,piltoverarchive,https://piltoverarchive.com/decks/view/b732ca52-1f6e-48c5-b0f5-6a0e544fe61b,16.5807,23.0,"Fiora, Grand Duelist",234.0,681.0,0
azir-top-32-at-sydney-regional-qualifier-copy-1kywp,Azir Top 32 at Sydney Regional Qualifier - copy,riftboundgg,https://riftbound.gg/decks/azir-top-32-at-sydney-regional-qualifier-copy-1kywp/,16.5792,1.1591754492123922,Azir - Emperor of the Sands,239.76,15.0,
foxsad-1st-guangzhou-regionals-tournament-aug-2025-7tnz4,FoxSad: 1st - Guangzhou Regionals Tournament (Aug 2025),riftboundgg,https://riftbound.gg/decks/foxsad-1st-guangzhou-regionals-tournament-aug-2025-7tnz4/,16.5791,265.6855912403238,Kai'Sa - Daughter of the Void,207.77,4156611.0,
jey-4-0-riftlab-clash-ii-aug-23rd,Jey: 4-0 - Riftlab Clash II (Aug 23rd),riftboundgg,https://riftbound.gg/decks/jey-4-0-riftlab-clash-ii-aug-23rd/,16.5782,263.41589758124894,Kai'Sa - Daughter of the Void,217.18,254644.0,
e900e017-7358-4257-a05a-e4b6193d24f5,Fiora Yordle Draw,piltoverarchive,https://piltoverarchive.com/decks/view/e900e017-7358-4257-a05a-e4b6193d24f5,16.5636,5.0,"Fiora, Grand Duelist",164.98,1800.0,0
cede5d5c-12e9-4e47-9f68-f8b1611f5793,1st Place - Riftlab Contenders: London - Yehosra&#x27;s Sett,piltoverarchive,https://piltoverarchive.com/decks/view/cede5d5c-12e9-4e47-9f68-f8b1611f5793,16.5599,90.0,"Sett, The Boss",293.38,12100.0,1
kai-sa-daughter-of-the-void-pro-play-summit-orlando-saturday-10k-top-8-jaden-rey,"Kai'Sa, Daughter of the Void: Pro-Play Summit Orlando Saturday 10K Top 8 (Jaden Rey)",mobalytics-tournament,https://mobalytics.gg/riftbound/decks/kai-sa-daughter-of-the-void-pro-play-summit-orlando-saturday-10k-top-8-jaden-rey,16.5578,30.0,"Kai'Sa, Daughter of the Void",126.48,11600.0,0
0848ab42-086f-40b1-9ea1-62a74be83eed,Noodle&#x27;s Sett (Spiritforge) - v1.1 (Updated Regularly),piltoverarchive,https://piltoverarchive.com/decks/view/0848ab42-086f-40b1-9ea1-62a74be83eed,16.5559,27.0,"Sett, The Boss",169.57,1200.0,0
miss-fortune-bounty-hunter-pro-play-summit-orlando-10k-saturday-1st-ali-aintrazi,"Miss Fortune, Bounty Hunter: Pro-Play Summit Orlando Saturday 10K 1st (Ali Aintrazi)",mobalytics-tournament,https://mobalytics.gg/riftbound/decks/miss-fortune-bounty-hunter-pro-play-summit-orlando-10k-saturday-1st-ali-aintrazi,16.5296,60.0,"Miss Fortune, Bounty Hunter",177.88,20700.0,2
vendorty-3-4th-riftbound-meta-weekly-aug-10th-copy-362p0,Vendorty: 3-4th - Riftbound Meta Weekly (Aug 10th) - copy,riftboundgg,https://riftbound.gg/decks/vendorty-3-4th-riftbound-meta-weekly-aug-10th-copy-362p0/,16.5249,275.0134034239694,Kai'Sa - Daughter of the Void,221.41,75086.0,
03e4bd3b-b35a-4f3c-8611-e6ed645b7d55,IRL Sett v3,piltoverarchive,https://piltoverarchive.com/decks/view/03e4bd3b-b35a-4f3c-8611-e6ed645b7d55,16.5089,30.0,"Sett, The Boss",163.23,1300.0,0
kaisa-daughter-of-the-void-deck-joczc,Kai'Sa Daughter of the Void Deck,riftboundgg,https://riftbound.gg/decks/kaisa-daughter-of-the-void-deck-joczc/,16.5078,265.4830798261916,Kai'Sa - Daughter of the Void,224.13,23707.0,
3-4th-guangzhou-regionals-tournament-aug-2025,蜂人: 3-4th - Guangzhou Regionals Tournament (Aug 2025),riftboundgg,https://riftbound.gg/decks/3-4th-guangzhou-regionals-tournament-aug-2025/,16.4974,268.06767998450334,Kai'Sa - Daughter of the Void,208.42,1755726.0,
c1cdb632-1e15-4290-9b2a-fdc7b766771a,PPG Summit Orlando Friday $5k - 1st Place - Andrew Dovale,piltoverarchive,https://piltoverarchive.com/decks/view/c1cdb632-1e15-4290-9b2a-fdc7b766771a,16.494,60.0,"Kai'Sa, Daughter of the Void",188.64,6400.0,0
jax-top-256-suzhou-regional,Jax Top 256 Suzhou Regional,riftboundgg,https://riftbound.gg/decks/jax-top-256-suzhou-regional/,16.4933,1.282572542939473,Jax - Grandmaster at Arms,120.13,1298.0,
ec50474e-dfbd-42e8-a98c-a26cc103c2a4,Go Second Spirit Sett,piltoverarchive,https://piltoverarchive.com/decks/view/ec50474e-dfbd-42e8-a98c-a26cc103c2a4,16.4925,60.0,"Sett, The Boss",265.23,2800.0,0
sett-top-16-nanjing-regional,Sett Top 16 Nanjing Regional,riftboundgg,https://riftbound.gg/decks/sett-top-16-nanjing-regional/,16.4885,102.02362920341392,Sett - The Boss,174.97,51399.0,
georgetcg-5-8th-guangzhou-regionals-tournament-aug-2025,GeorgeTCG: 5-8th - Guangzhou Regionals Tournament (Aug 2025),riftboundgg,https://riftbound.gg/decks/georgetcg-5-8th-guangzhou-regionals-tournament-aug-2025/,16.4827,268.0458281315035,Kai'Sa - Daughter of the Void,207.97,1766202.0,
tof-fenris-weekly-riftbound-cr-unl-efabe,ToF Fenris  - Weekly Riftbound CR - UNL,riftboundgg,https://riftbound.gg/decks/tof-fenris-weekly-riftbound-cr-unl-efabe/,16.4781,0.8191925793058342,Azir - Emperor of the Sands,294.9,219.0,
d89e110e-6e2a-450d-971f-67e1bcda95bb,Tempo Azir,piltoverarchive,https://piltoverarchive.com/decks/view/d89e110e-6e2a-450d-971f-67e1bcda95bb,16.4716,30.0,"Azir, Emperor of the Sands",144.25,8300.0,3
fiora-grand-duelist-deck-vb9xo,Fiora - Grand Duelist Deck,riftboundgg,https://riftbound.gg/decks/fiora-grand-duelist-deck-vb9xo/,16.4695,1.7710884892250653,Fiora - Grand Duelist,285.91,10.0,
kaisa-ixk3v,kaisa,riftboundgg,https://riftbound.gg/decks/kaisa-ixk3v/,16.4686,268.60807936545046,Kai'Sa - Daughter of the Void,219.57,64878.0,
29aaf347-a00e-4ca4-ba6d-db4c6d75dfd9,MONO SHURIMA CINEMA,piltoverarchive,https://piltoverarchive.com/decks/view/29aaf347-a00e-4ca4-ba6d-db4c6d75dfd9,16.4673,0.25,"Azir, Emperor of the Sands",128.25,1400.0,0
c46466ce-d1a6-45d9-a699-adebdc318b15,8th Place - Dalian Regional Open,piltoverarchive,https://piltoverarchive.com/decks/view/c46466ce-d1a6-45d9-a699-adebdc318b15,16.4666,0.9583333333333333,"Jax, Grandmaster at Arms",222.86,634.0,8
master-yi-wuju-bladesman-starter-deck-gy2ye,Master Yi - Wuju Bladesman - Starter Deck,riftboundgg,https://riftbound.gg/decks/master-yi-wuju-bladesman-starter-deck-gy2ye/,16.4223,0.7192272860777599,Master Yi - Wuju Bladesman,171.09,148.0,
57a558b7-149b-4915-808b-f1930ced8c67,3rd place (Ascension League - Top Cut) - 09/11/2025,piltoverarchive,https://piltoverarchive.com/decks/view/57a558b7-149b-4915-808b-f1930ced8c67,16.4129,90.0,"Sett, The Boss",262.42,8900.0,0
3403d309-4d0a-46d4-9809-2b10e89c7365,Top 4 Orlando PPG 10k ChallengerTCG,piltoverarchive,https://piltoverarchive.com/decks/view/3403d309-4d0a-46d4-9809-2b10e89c7365,16.4117,60.0,"Sett, The Boss",163.27,4700.0,0
99a4b2f6-9103-40b7-b67f-adc0d4c0df10,kaisa,piltoverarchive,https://piltoverarchive.com/decks/view/99a4b2f6-9103-40b7-b67f-adc0d4c0df10,16.4067,30.0,"Kai'Sa, Daughter of the Void",170.08,7200.0,0
ceee314d-d7ca-45ac-afd7-f306f8bb4488,Miracle MF,piltoverarchive,https://piltoverarchive.com/decks/view/ceee314d-d7ca-45ac-afd7-f306f8bb4488,16.4025,27.0,"Miss Fortune, Bounty Hunter",519.5,1100.0,0
azir-emperor-of-the-sands-deck-ysmlk,Azir - Emperor of the Sands Deck,riftboundgg,https://riftbound.gg/decks/azir-emperor-of-the-sands-deck-ysmlk/,16.3915,0.9698726399987936,Azir - Emperor of the Sands,242.41,15.0,
8d4802e4-e10c-4701-954d-842854dc61be,2nd - Zatu Games Riftbound Riot! - Joshua Freeman-Birch,piltoverarchive,https://piltoverarchive.com/decks/view/8d4802e4-e10c-4701-954d-842854dc61be,16.3854,60.0,"Sett, The Boss",295.43,1600.0,0
4405e2c6-bc78-4b85-b5bb-ed2e60934233,BoiWaffle&#x27;s Best Of Sett - Houston Regional Qualifier - 102nd Place,piltoverarchive,https://piltoverarchive.com/decks/view/4405e2c6-bc78-4b85-b5bb-ed2e60934233,16.3826,60.0,"Sett, The Boss",164.17,4200.0,0
kedjius-5-8th-riftbound-meta-weekly-aug-10th,Kedjius: 5-8th - Riftbound Meta Weekly (Aug 10th),riftboundgg,https://riftbound.gg/decks/kedjius-5-8th-riftbound-meta-weekly-aug-10th/,16.3777,283.2416151673264,Kai'Sa - Daughter of the Void,205.24,2918932.0,
d06db989-827c-4752-9f06-6394b228fad4,Best-Of Azir - 18th Place - Fuzhou Regional Open,piltoverarchive,https://piltoverarchive.com/decks/view/d06db989-827c-4752-9f06-6394b228fad4,16.3745,24.0,"Azir, Emperor of the Sands",130.72,5300.0,4
annie-dark-child-deck-13bxg,Annie Dark Child Deck,riftboundgg,https://riftbound.gg/decks/annie-dark-child-deck-13bxg/,16.368,290.65716580047376,Annie - Dark Child,302.03,13970.0,
kaisa-daughter-of-the-void-deck-ho5to,Kai'Sa Daughter of the Void Deck,riftboundgg,https://riftbound.gg/decks/kaisa-daughter-of-the-void-deck-ho5to/,16.358,284.03887582581075,Kai'Sa - Daughter of the Void,223.04,15074.0,
8d70d204-1367-4911-8463-93610e3bf978,Sett Hybrid,piltoverarchive,https://piltoverarchive.com/decks/view/8d70d204-1367-4911-8463-93610e3bf978,16.3428,60.0,"Sett, The Boss",292.23,1400.0,0
f1743a40-a890-41cb-8072-b417937ae020,Runes and Rift 700$ Cash Cup - 3rd: samdsherman - Sett,piltoverarchive,https://piltoverarchive.com/decks/view/f1743a40-a890-41cb-8072-b417937ae020,16.3407,60.0,"Sett, The Boss",164.67,3600.0,0
a4220e6f-a1d2-4894-befc-89ddc6328987,Corina Drift,piltoverarchive,https://piltoverarchive.com/decks/view/a4220e6f-a1d2-4894-befc-89ddc6328987,16.3357,30.0,"Azir, Emperor of the Sands",141.87,27500.0,8
da5836c2-e3d9-4dc6-bf87-c15e00d5848d,Armory Any%,piltoverarchive,https://piltoverarchive.com/decks/view/da5836c2-e3d9-4dc6-bf87-c15e00d5848d,16.3298,7.0,"Viktor, Herald of the Arcane",57.84,2300.0,0
b3f515f7-d098-4a8a-a86f-496f054160ee,Sett ready fiora,piltoverarchive,https://piltoverarchive.com/decks/view/b3f515f7-d098-4a8a-a86f-496f054160ee,16.3275,60.0,"Sett, The Boss",326.99,1100.0,0
605eabfd-9a7b-4671-af5c-a81c4dbf8c12,Azir v.2,piltoverarchive,https://piltoverarchive.com/decks/view/605eabfd-9a7b-4671-af5c-a81c4dbf8c12,16.3123,30.0,"Azir, Emperor of the Sands",374.26,1900.0,0
kaisa-daughter-of-the-void-deck-t477u,Kai'Sa Daughter of the Void Deck,riftboundgg,https://riftbound.gg/decks/kaisa-daughter-of-the-void-deck-t477u/,16.3072,265.215993402592,Kai'Sa - Daughter of the Void,217.25,29991.0,
azir-emperor-of-the-sands-deck-dyawk,Azir - Emperor of the Sands Deck,riftboundgg,https://riftbound.gg/decks/azir-emperor-of-the-sands-deck-dyawk/,16.2986,0.4241113712279885,Azir - Emperor of the Sands,124.52,24.0,
6174ed9c-54b9-46d7-96b9-c55a3c06d809,YOUR EMPEROR HAS RETURNED,piltoverarchive,https://piltoverarchive.com/decks/view/6174ed9c-54b9-46d7-96b9-c55a3c06d809,16.2978,0.5833333333333333,"Azir, Emperor of the Sands",107.13,1600.0,0
ahri-nine-tailed-fox-deck-bx8u1,Ahri - Nine-Tailed Fox Deck,riftboundgg,https://riftbound.gg/decks/ahri-nine-tailed-fox-deck-bx8u1/,16.2955,0.014956137824941564,Ahri - Nine-Tailed Fox,959.03,120.0,
pewq-4-0-riftlab-clash-ii-aug-23rd,PewQ: 4-0 - Riftlab Clash II (Aug 23rd),riftboundgg,https://riftbound.gg/decks/pewq-4-0-riftlab-clash-ii-aug-23rd/,16.2795,263.4110827653138,Kai'Sa - Daughter of the Void,208.41,256272.0,
ba933c19-2d40-4b63-9b13-f61d1c4ac3fe,[Set 2] Azir,piltoverarchive,https://piltoverarchive.com/decks/view/ba933c19-2d40-4b63-9b13-f61d1c4ac3fe,16.2784,23.0,"Azir, Emperor of the Sands",127.62,4600.0,0
6b45c0fa-9ab4-4534-8c9d-cc4d9dba980a,1st Fiora Jinan City Challenge,piltoverarchive,https://piltoverarchive.com/decks/view/6b45c0fa-9ab4-4534-8c9d-cc4d9dba980a,16.2782,30.0,"Fiora, Grand Duelist",207.12,4300.0,0
8d7143bf-a82f-47df-b701-ba0cca7e4fe9,【City Challenge】Chengdu Station - #6,piltoverarchive,https://piltoverarchive.com/decks/view/8d7143bf-a82f-47df-b701-ba0cca7e4fe9,16.2725,60.0,"Fiora, Grand Duelist",229.21,2600.0,0
37b67428-24c8-4b57-bbce-2f1ff53b6062,Azir BH 6 Might,piltoverarchive,https://piltoverarchive.com/decks/view/37b67428-24c8-4b57-bbce-2f1ff53b6062,16.2607,30.0,"Azir, Emperor of the Sands",228.1,3200.0,0
foxsad-1st-guangzhou-regionals-tournament-aug-2025-copy-uv6ta,FoxSad: 1st - Guangzhou Regionals Tournament (Aug 2025) - copy,riftboundgg,https://riftbound.gg/decks/foxsad-1st-guangzhou-regionals-tournament-aug-2025-copy-uv6ta/,16.2537,266.2546333559851,Kai'Sa - Daughter of the Void,215.0,37073.0,
fiora-current-to-build,Fiora - Current To Build,riftboundgg,https://riftbound.gg/decks/fiora-current-to-build/,16.2531,1.2963138924180357,Fiora - Grand Duelist,280.6,8.0,
fr3nk-5-8th-luxury-riftbound-cs-1k-aug-16th,Fr3nk: 5-8th - Luxury Riftbound CS 1K (Aug 16th),riftboundgg,https://riftbound.gg/decks/fr3nk-5-8th-luxury-riftbound-cs-1k-aug-16th/,16.2362,274.3830474285423,Kai'Sa - Daughter of the Void,198.53,4485844.0,
7c63e6cb-9f71-4d69-aced-53f72918f9f3,ChallengerTCG Kaisa Control,piltoverarchive,https://piltoverarchive.com/decks/view/7c63e6cb-9f71-4d69-aced-53f72918f9f3,16.2101,1.0,"Kai'Sa, Daughter of the Void",199.88,49.0,0
leona-radiant-dawn-deck-e5fqv,Leona - Radiant Dawn Deck,riftboundgg,https://riftbound.gg/decks/leona-radiant-dawn-deck-e5fqv/,16.2046,1.6480878474756524,Leona - Radiant Dawn,310.23,96.0,
3c9b676a-eaa1-4241-a183-e2c7475adde3,Azir Baited Hook 4 Cost,piltoverarchive,https://piltoverarchive.com/decks/view/3c9b676a-eaa1-4241-a183-e2c7475adde3,16.1958,26.0,"Azir, Emperor of the Sands",245.09,1900.0,0
9853512d-2c9f-4c30-8f50-24e8ae7cad3b,【City Challenge】 Dongguan Station - #1,piltoverarchive,https://piltoverarchive.com/decks/view/9853512d-2c9f-4c30-8f50-24e8ae7cad3b,16.1918,90.0,"Sett, The Boss",318.18,2400.0,0
annie-skirmish-winner,Annie Skirmish Winner,riftboundgg,https://riftbound.gg/decks/annie-skirmish-winner/,16.1907,167.81495189379763,Annie - Dark Child,270.81,25501.0,
a6a51d05-1914-4d73-88f1-c1c147630e91,Annie - Fiery (Fast Control),piltoverarchive,https://piltoverarchive.com/decks/view/a6a51d05-1914-4d73-88f1-c1c147630e91,16.1854,120.0,"Annie, Dark Child",275.12,2400.0,0
abb5bbed-3876-4d38-93cf-69b4b22145ca,YXE Summoner Skirmish 1 – 8th Place – Emu Otori,piltoverarchive,https://piltoverarchive.com/decks/view/abb5bbed-3876-4d38-93cf-69b4b22145ca,16.1829,90.0,"Viktor, Herald of the Arcane",94.54,983.0,0
kaisa-daughter-of-the-void-deck-r8vb1,Kai'Sa Daughter of the Void Deck,riftboundgg,https://riftbound.gg/decks/kaisa-daughter-of-the-void-deck-r8vb1/,16.1823,294.6958254871766,Kai'Sa - Daughter of the Void,215.67,36884.0,
vendorty-1st-riftlab-trial-i-aug-9th-wt4ne,Vendorty: 1st - Riftlab Trial I (Aug 9th),riftboundgg,https://riftbound.gg/decks/vendorty-1st-riftlab-trial-i-aug-9th-wt4ne/,16.1795,283.33601038255904,Sett - The Boss,240.44,16590124.0,
fac23cc3-66cc-4078-b7cb-bb3953b162a7,Sett - 5-8th - Hangzhou Regionals Tournament (Sep 2025),piltoverarchive,https://piltoverarchive.com/decks/view/fac23cc3-66cc-4078-b7cb-bb3953b162a7,16.1746,90.0,"Sett, The Boss",222.79,8600.0,0
kuvira-1st-riftbound-meta-weekly-jul-26th,Kuvira: 1st - Riftbound Meta Weekly (Jul 26th),riftboundgg,https://riftbound.gg/decks/kuvira-1st-riftbound-meta-weekly-jul-26th/,16.1679,290.3443437206359,Kai'Sa - Daughter of the Void,196.84,7979157.0,
riot-bologna-96-nlvtomino,Bologna #96 - NLV Tomino,riot-bologna,https://riftbound.leagueoflegends.com/en-us/news/organizedplay/the-best-decks-out-of-bologna/,16.1551,210.36107631298609,"Sett, The Boss",156.23,,
ganjalf-5-8th-riftbound-meta-weekly-aug-10th,Ganjalf: 5-8th - Riftbound Meta Weekly (Aug 10th),riftboundgg,https://riftbound.gg/decks/ganjalf-5-8th-riftbound-meta-weekly-aug-10th/,16.141,283.2388721106477,Kai'Sa - Daughter of the Void,198.47,2931218.0,
leona-radiant-dawn-deck-tcppp,Leona - Radiant Dawn Deck,riftboundgg,https://riftbound.gg/decks/leona-radiant-dawn-deck-tcppp/,16.1385,0.49109346310297647,Leona - Radiant Dawn,339.18,19.0,
kuvira-2nd-luxury-riftbound-cs-1k-aug-16th,Kuvira: 2nd - Luxury Riftbound CS 1K (Aug 16th),riftboundgg,https://riftbound.gg/decks/kuvira-2nd-luxury-riftbound-cs-1k-aug-16th/,16.126,274.3948992766661,Sett - The Boss,240.69,7224989.0,
kaisa,Kai'Sa,riftboundgg,https://riftbound.gg/decks/kaisa/,16.1188,0.006133753679416798,Kai'Sa - Daughter of the Void,210.72,36653.0,
cb43e037-b4ef-4147-9bfb-ce36c12b397b,GC 2nd Place Summoner Skirmish - Kai&#x27;sa - Freedom Roche,piltoverarchive,https://piltoverarchive.com/decks/view/cb43e037-b4ef-4147-9bfb-ce36c12b397b,16.1101,60.0,"Kai'Sa, Daughter of the Void",188.81,1600.0,0
473dbc57-4b53-4f8e-9367-b84c00d9c9bd,4th place group B (Ascension League - Stage 6) - 27/10/2025,piltoverarchive,https://piltoverarchive.com/decks/view/473dbc57-4b53-4f8e-9367-b84c00d9c9bd,16.1077,120.0,"Sett, The Boss",223.6,12000.0,0
riot-bologna-35-bubo,Bologna #35 - Bubo,riot-bologna,https://riftbound.leagueoflegends.com/en-us/news/organizedplay/the-best-decks-out-of-bologna/,16.1054,87.46716581018434,"Jax, Grandmaster at Arms",274.59,13531.0,
annie-scg-vegas-winner,Annie SCG Vegas Winner,riftboundgg,https://riftbound.gg/decks/annie-scg-vegas-winner/,16.0959,175.10814650028945,Annie - Dark Child,270.74,19072.0,
f60d9793-66cc-4b73-a7c5-3f67ab2c4a98,Sett - Nexus Night - Riftbound Meta,piltoverarchive,https://piltoverarchive.com/decks/view/f60d9793-66cc-4b73-a7c5-3f67ab2c4a98,16.0904,90.0,"Sett, The Boss",288.36,1900.0,0
